restaurant_id,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche
k5ddmLvAKKw9zSusRPM2cQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
sZjy5U0AEXr7r2PZPi5rMQ,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,7:0-20:0
KuxDPl6UYNLxFChPm0_MNw,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
wb-OCJAuP1upOefBs7xljQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
x71EvWJDVKZfM-OiYDWZ6A,6:0-17:0,6:0-17:0,7:0-12:0,6:0-17:0,6:0-17:0,7:0-17:0,7:0-17:0
3lRXNifVJDgqylwaQEHvGw,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,11:0-22:0
cePE3rCuUOVSCCAHSjWxoQ,0:0-0:0,11:0-20:0,11:0-15:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-15:0
1gi5Q-Mcd5SwjLfk_83Zgw,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-4:0,11:0-4:0,11:0-1:0
RSPEJeFTKs1BsiVgjHp1WQ,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:0,11:30-23:0,11:30-22:30
ITz32TYToQgl1c0F8C63ew,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-23:0
BuHbMNbCQzzYi-3Y5w1c4Q,0:0-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-18:0
jGZRh1xFsy14fec3IG6-Hg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
ezFB98nX2V_E0B6HuKHl3A,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:0-21:0,9:0-21:0
DxzF-hwT3OibWv12hGdkuw,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30
ayt1ypmiiNL1OAchhaL2Og,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-1:0,11:30-1:0,11:30-0:0
XplJHcYSQTFlwv3Rk8WsYw,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0
EutYqlTNrWfoW0_zSoD2jQ,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,11:0-23:0,11:0-23:0
y8zlR75tcmvkg49dqdLGDg,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
8KsMtzkmKgNsiVWyeeYQYw,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
HojKatUfX4UHWaPqtl63NQ,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:30,18:0-22:30,18:0-22:0
0uzQymPVW2l24rpjX9KIBA,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
LN2X2X2PVsd56tqLIEku9Q,12:0-22:30,12:0-22:30,12:0-22:30,12:0-22:30,12:0-22:30,12:0-22:30,12:0-22:30
BLCDcaDMn6vZNhGOvUCzsw,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:30-22:0,8:0-22:0
5dy8OiWJty9AuxBcBzeBZQ,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-22:0
H1ZlF8EkvE5PW_-1BP0nTg,0:0-0:0,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,8:30-14:30,8:30-14:30
oL-TGyXWfpgr2YR0uTc0Zg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
wFP9QkYF7lxwXa52t_qsXg,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-2:0
MJjTgjRZJLnU0VHF1TeMGQ,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0
TfabYPasZ1oOMN6JLa-yvw,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30
WEwn-xveW2T1dQxuCUd0Sg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-18:0,11:0-19:0
NhGkSF9UB3hiDKUY9roHBg,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0
1WmrBqFd0ZcbuYTOlbHsig,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
JFxSgJXC7siDE4ThlEEzMA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-0:0
XWafv9_J7TUOO4PbEcIFJA,6:0-13:0,6:0-13:0,6:0-13:0,6:0-13:0,6:0-14:0,6:0-14:0,7:0-12:0
gCFf_GFUjgCSVcUe9yrphA,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0
y2plF1wqtEiOdzArakENfg,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
OETh78qcgDltvHULowwhJg,16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,16:30-0:0,16:30-0:0,16:30-22:30
BwuyBsShSQwO3_-SvW6fRA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-19:0
TrBwrc6P_W_XTsphbvuk9g,6:0-21:30,6:0-21:30,6:0-21:30,6:0-21:30,6:0-21:30,7:0-21:30,7:0-21:30
2O_b-IAAW7SoPt__RX1Kww,17:0-22:0,7:0-12:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
doNFUrUKx99ajM5NI-XdsQ,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-1:0,10:0-1:0,10:0-23:0
hrrPxT846kLGs7ehEtLmRg,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,17:0-21:0
qFAw6wHMMcr4ctF-ZdGhEA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
utqMwgvfYPlWMaRkX09w1g,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,10:0-21:0,10:0-14:30
O4d9Cfj4Ta3ZeAQwygKIdA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-4:0,11:0-23:0,11:0-23:0
7xA6iSP0Ndn08tpBFQtUKA,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:0,12:0-23:0,12:0-23:0
7VWtmHsd4HSNDkF5f5xnng,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0
7K_yGsP6CVy1-hUpQvnQRg,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:30,6:30-22:0,7:30-20:0,9:0-18:30
IyrDnrvUKpndj5zIv1KvGQ,0:0-0:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-18:0
RRw9I8pHt5PzgYGT2QeODw,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
B19KKE75ZxqoR3EDuvA1qw,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
m65oi2C7b1CJM7DaXbFi-g,14:0-23:0,14:0-23:0,14:0-23:0,14:0-23:0,14:0-0:0,14:0-0:0,14:0-23:0
GX4C0SDgzuywFbO2W_g1ow,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Mn6PbumS7GL2v3jPilTaeg,18:0-22:30,18:0-22:30,18:0-22:30,18:0-22:30,18:0-22:30,18:0-22:30,18:0-22:30
wacOylZWqy_w1lG68i39mw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,12:0-22:0,12:0-21:0
LbuG9NOlldEfMkCi9BiVAg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
qIRqFlmvHDRe7kWBAsuVnQ,11:30-1:0,11:30-1:0,11:30-1:0,11:30-22:0,11:30-1:0,11:30-1:0,11:30-1:0
ERnG-1q3igX3VSgm5uLZ6A,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,12:0-23:0,12:0-23:0,11:0-15:30
-ed0Yc9on37RoIoG2ZgxBA,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,16:0-22:0
wmdHsfoNETnjxVU5pwtlpw,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,9:0-0:0,9:0-22:0
RdLgUQf0vOsfYA8t9MRB3A,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-0:0
STLglfaKvGbuMHCV5B6jjA,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-22:0,11:0-22:0,11:0-20:0
lZZLmG1ANLq2Yb3KuVA4NA,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0
fh7YYXev-keRlts1ISbDNg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:30
YM-nYIHd99qUt9n62AxIAg,0:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
EX_NM_g9zjVa-6hH6HrElw,18:0-3:0,18:0-3:0,18:0-3:0,18:0-3:0,18:0-3:0,18:0-3:0,18:0-3:0
pTbkdBDDKxNVjKUZ_6RAug,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0
GOKaUf6xskku9-ENc-X28A,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-1:0,7:0-1:0,7:0-0:0
ydM0qCPG1cTZvAguCi2ucA,18:0-2:0,18:0-2:0,18:0-2:0,18:0-2:0,18:0-2:0,18:0-2:0,18:0-2:0
tqumNKvNmeII_DRG6SdRuw,0:0-0:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0
qzcX8ekyU0-xEjrGWk3Rbw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
udrIB4tIAtZQOGAiukQ2Rg,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:30,10:30-1:0
GLObol9ZkKPQOQ1LMsqkew,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0
RXESkOgqAYGoujYTqy2KNg,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0
xImiQIhC2ZBDEy7LhpQ4nQ,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
3vykxItKNuoeQjoYnATXpQ,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
DqcD3YflYhArFsC4KVUnOw,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-18:0,10:0-17:0
D35unF350QG06LXDe0Cv-Q,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
hhhHgSaSl6GLtuDoDrMUZQ,15:0-23:0,15:0-23:0,15:0-23:0,15:0-23:0,15:0-1:0,15:0-1:0,14:0-22:0
0jtRI7hVMpQHpUVtUy4ITw,7:0-14:30,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-14:30,7:0-14:30
OgJ0KxwJcJ9R5bUK0ixCbg,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
zbFtY82_ummK4amkT-M04Q,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0
QcV8KIPKbGRnWQPql55bKQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
v-4N8H5HlDXudGJXwrJHbw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Ssa6XY_RdDRRB9wuVIeIWw,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-20:0
mB_cI1tCrNxxvr2e2myNrQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
nUaLFTfUqVKMFQonsWBnag,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,12:0-18:0
4Pl-ziYL2oerGyIPlwVdmA,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,11:0-22:0,11:0-22:0
SzB85-8tmDEvoapZSDTBkQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
bns0V-7B5eAUBQ5qfXL12w,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
PI2Xr6HwQ5nVUauzSqp6lA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
1JpfQCgLnmz6VU00O1XIPw,5:30-18:0,5:30-18:0,5:30-18:0,5:30-18:0,5:30-20:0,5:30-20:0,5:30-18:0
1QwX7Cgkm6KnlcGNDTh6EQ,11:30-0:0,11:30-0:0,11:30-0:0,11:30-1:0,11:30-1:0,16:0-1:0,16:0-0:0
5ibm7zDgxE7WwDFNaZbdKw,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-20:0
GdgGAINCqMXqcuKd2nKEBg,0:0-0:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-22:0,10:0-15:0,12:0-17:0
-DOE4Qs8IMfgkvshYKfC7w,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
pw167x7bLW5t6N2WHjroZA,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:30,11:30-22:30,16:0-21:0
cVdcHgCBKM5l9KS9sizQag,10:0-20:30,10:0-14:30,10:0-20:30,10:0-20:30,10:0-20:30,8:0-20:30,8:0-16:30
Lfo8OEUIcswnMLIAXpFWYg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,16:0-21:0
ot1sUqbDrXEd8BELJZw6IA,14:30-2:30,14:30-2:30,14:30-2:30,14:30-2:30,14:30-2:30,14:30-2:30,14:30-2:30
T6ihfy4SYiF4PvuE6Y0VPA,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0
-hnHJQWo2ijb77Yqm6EnOA,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-20:0,9:0-18:0
iB1iGtTgr3fucKrT9yxinw,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,11:30-22:0,11:30-22:0,11:30-21:0
-zH9u-R0pGpHbrr0G9sMyg,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-15:0,7:0-15:0
eavP59x5DOpGwVFhxbG4Cg,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-3:0,11:0-3:0,11:0-0:0
3G4KcScA5srgsg-fAtWs2Q,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-21:0
bJP4l_BGq2CudEu0m-wNjg,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,6:0-14:0
PWjgwphd2prhtqTPWwLbXw,6:30-3:30,6:30-3:30,6:30-3:30,6:30-3:30,6:30-6:30,6:30-6:30,6:30-3:30
eY98EH_PHGnJVaJ7t2UpoQ,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
iyPtSR0s6EkvaQFbdJ_jVA,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30
KZ9v7M1A5t6OMDghR64_5g,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:30-15:0
CTN5Z3fs3jFHfyma8XxzVg,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-19:0
kExmc2lS8BhFFlh9sjvuSA,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0
M4zq737gzO5GqIk91X0CYw,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-20:0
pRXgWOIiQPEbosMrylsdLA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
tcT3oHh_dwi_FYhozw3Ibw,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-0:0,11:0-0:0,11:0-22:0
q4i-GbjeSp6ucBDXGE9DqA,12:0-3:0,12:0-3:0,12:0-3:0,12:0-3:0,12:0-3:0,12:0-3:0,12:0-3:0
DZkVWxknDUuWX0-wmtGhQw,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
ZK0Q-hn46I8JrRTleg_dYQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
IlEyOZ_6dUuhrDqpMN2GXw,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
e1DfwqDhYQYLKoyHmJu0hQ,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,10:0-0:0,10:0-0:0
2xbxXWeu3tpZEJdGTTGbLg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:30
7vWb1Afpm2arr8NCaE_EyQ,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0
ohz8ljVxcZMo2bMGrBZfgw,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:30,11:30-23:30,11:30-22:30
vAbRNF0hJt91oCUpm_sdKw,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
shSYKGuSzXpctURCR9kCFQ,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,9:0-22:0,9:0-22:0,9:0-21:30
wWjDMAy3NjpuIN64fASGfQ,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0
vfqUUh_5KF3R7mz2XiNXGg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,12:0-22:0
Pf8flcMF3hco_rG0EdUGog,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-16:0
kVXQmct8R4Ygmk54eF32lw,12:0-22:0,12:0-22:0,12:0-22:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-22:0
uTCOEqjuVAXUOzti5TWj2Q,8:30-20:0,8:30-20:0,8:30-20:0,8:30-20:0,8:30-23:0,8:30-23:0,8:30-20:0
wC_uWvRXyWqG6EygMfPhOQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
tMYYSWyTppDcF070Hmy-kQ,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
vl_LNtimh_DMxZ1YQfl8aA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-23:0,16:0-22:0
6G_S11aSDjdYnvqRaF24_w,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,10:0-2:0,10:0-2:0
fyJAqmweGm8VXnpU4CWGNw,0:0-0:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,8:0-15:0
Oyo5CWthu2upxxaf69MfIg,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
6s7uduX1Q1KSjOKvwxYkRA,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0
wffN4optBUAy4LVOOPZN7g,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-0:0
lSO9qpXaZZWufIZzH5L1IQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-18:0
5gZ4k_mdDOcEmCG4wHVH-g,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0
Hbe9EMTwdZruqOEDXXFb5Q,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
5SZe-u0hyquuipQL5lbg_g,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,17:30-23:30,17:30-23:30
zkk1ieQQnWtu9TLJukXC0g,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
vpoXE7CsEMZNzBMDvkuqHg,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,15:0-21:0
I57O9xjahLTtx22El93f4g,10:0-20:0,10:0-23:0,10:0-23:0,10:0-23:0,9:30-3:0,9:30-3:0,10:0-20:0
afMwlotE4c2nBLilhaOxhw,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0
THOZYeKWKyW_-6U30E1b5w,10:0-3:0,10:0-3:0,10:0-3:0,10:0-3:0,10:0-3:0,10:0-0:0,10:0-0:0
e59uNE07Gf-yrIl4rX3KZw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
707ST4xhNavXNvZtEL-RgQ,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0
QMI6A2H1N3SwKU69SiASJA,10:30-18:0,10:30-18:0,10:30-18:0,10:30-18:0,11:0-20:0,11:0-20:0,12:0-16:0
RyKFUOBakk8I0K-EKaf33Q,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0
_S3w4vjlFUkgx56Ji34Jpw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
Kx7DTzbfY4K-uYJKTibesg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
1Df5WnLX3DqN6ymlhqznaQ,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,16:0-21:0
LPnGdeEJyMMO02e02PqZBA,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
996axDvF9P8zxB9MJA52Xg,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30
O4ucsINTXLJaZ63XcWTsIw,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-17:0
ck-5NFpK8CQsUMD4LHaf5w,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0
zfNKdsuT7bWWN-f3v5Rj_g,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,6:0-20:0
YOZgLDLNLAe2nP1sw5inYw,9:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
CfQCMOnVIarQCBDBor0mfA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,17:0-23:0,11:0-21:0
h8bJb1dIwPmUGiqstCy7lw,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30
wPxQQbwXfqnJEMirpwcPnw,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-22:0
BS2Y5IZiCOHBebHMEU2dEQ,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30
QRAmGlMF7_sLq8YZ_L1POQ,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-0:0,9:0-0:0,9:0-23:0
f30-DOoIxvoV9btiDvKMTw,0:0-0:0,16:30-22:0,16:30-22:0,16:30-0:0,16:30-2:0,10:0-2:0,10:0-21:0
PlNwT37ZahtL-3GRHQ7mVg,11:0-23:0,11:0-23:0,11:0-23:0,11:0-2:0,11:0-2:0,10:0-2:0,10:0-23:0
ft5LUuDwmS8ONnI7AooLjQ,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-3:0,11:0-23:0
rVdadAcPeUXjcIHxoO8cGQ,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0
03DvzzcB5ze7lacYwZbH8A,11:30-21:30,11:30-21:30,11:30-22:30,11:30-22:30,11:30-22:30,10:0-22:30,10:0-21:0
A9qmduhmrTZxSg7uTOnzYg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
-hXocgx4xqs9dv_l0jiZZg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-17:0
f5sSn5cO4t6mF_mdnzKkyA,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
ewIXHLlaIfp9U3NrsgilVw,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,16:30-22:30,16:30-22:30
HxOycKEgCl7aXjBsVs0t-w,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
op0GPkK8YtpTQxSq80lEpw,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,12:0-23:0,12:0-23:0
RgDH0NZHGT8i6gdklxp0GQ,7:0-20:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-0:0,8:0-0:0,8:0-20:0
